UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,Temperature Difference,Mechanical Load Proxy,Torque Speed Ratio
3777,L50956,L,302.5,311.1,1538.0,36.8,208.0,0,0,8.600000000000023,56598.399999999994,0.023911630929174785
3778,M18637,M,302.4,311.1,1721.0,30.1,210.0,0,0,8.700000000000045,51802.100000000006,0.017479674796747967
3779,M18638,M,302.4,311.1,1366.0,54.4,0.0,0,0,8.700000000000045,74310.4,0.03979517190929042
3780,L50959,L,302.3,311.0,1657.0,31.1,3.0,0,0,8.699999999999989,51532.700000000004,0.018757539203860075
3781,L50960,L,302.4,311.1,1446.0,42.9,5.0,0,0,8.700000000000045,62033.4,0.02964754664823773
3782,L50961,L,302.3,310.8,1465.0,43.8,7.0,0,0,8.5,64166.99999999999,0.02987721691678035
3783,L50962,L,302.2,310.8,1827.0,23.8,9.0,0,0,8.600000000000023,43482.6,0.013019693654266959
3784,H33197,H,302.2,310.8,1397.0,47.6,11.0,0,0,8.600000000000023,66497.2,0.0340486409155937
3785,L50964,L,302.2,310.8,1744.0,29.7,16.0,0,0,8.600000000000023,51796.799999999996,0.01702005730659026
3786,L50965,L,302.3,310.9,1545.0,36.7,18.0,0,0,8.599999999999966,56701.50000000001,0.023738680465717983
3787,L50966,L,302.3,310.9,1587.0,36.6,20.0,0,0,8.599999999999966,58084.200000000004,0.023047858942065493
3788,L50967,L,302.3,310.8,1377.0,47.3,22.0,1,0,8.5,65132.1,0.03432510885341074
3789,L50968,L,302.3,310.8,1511.0,48.1,24.0,0,0,8.5,72679.1,0.03181216931216931
3790,L50969,L,302.3,310.8,1650.0,32.4,26.0,0,0,8.5,53460.0,0.019624470018170803
3791,L50970,L,302.3,310.9,1412.0,48.9,28.0,0,0,8.599999999999966,69046.8,0.034607218683651804
3792,L50971,L,302.3,311.0,1528.0,43.1,30.0,0,0,8.699999999999989,65856.8,0.028188358404185744
3793,L50972,L,302.3,310.9,1459.0,35.0,32.0,0,0,8.599999999999966,51065.0,0.023972602739726026
3794,L50973,L,302.3,310.9,1379.0,49.3,34.0,1,0,8.599999999999966,67984.7,0.03572463768115942
3795,M18654,M,302.2,310.8,1356.0,48.3,36.0,0,0,8.600000000000023,65494.799999999996,0.03559322033898305
3796,M18655,M,302.1,310.8,1409.0,41.3,39.0,0,0,8.699999999999989,58191.7,0.02929078014184397
3797,M18656,M,302.1,310.8,1504.0,37.5,42.0,0,0,8.699999999999989,56400.0,0.024916943521594685
3798,L50977,L,302.1,310.8,1622.0,36.8,45.0,0,0,8.699999999999989,59689.6,0.022674060382008625
3799,L50978,L,302.1,310.8,1786.0,25.7,47.0,0,0,8.699999999999989,45900.2,0.01438164521544488
3800,L50979,L,302.2,310.9,1506.0,34.0,49.0,0,0,8.699999999999989,51204.0,0.0225613802256138
3801,M18660,M,302.1,310.9,1916.0,23.1,51.0,0,0,8.799999999999955,44259.600000000006,0.012050078247261347
3802,M18661,M,302.2,310.9,1771.0,27.6,54.0,0,0,8.699999999999989,48879.600000000006,0.015575620767494358
3803,M18662,M,302.2,310.9,1488.0,44.2,57.0,0,0,8.699999999999989,65769.6,0.029684351914036268
3804,L50983,L,302.2,310.9,1531.0,37.5,60.0,0,0,8.699999999999989,57412.5,0.02447780678851175
3805,L50984,L,302.3,310.9,1529.0,33.4,62.0,0,0,8.599999999999966,51068.6,0.021830065359477124
3806,M18665,M,302.4,311.0,1580.0,36.5,64.0,0,0,8.600000000000023,57670.0,0.023086654016445288
3807,M18666,M,302.3,310.9,1360.0,44.0,67.0,1,0,8.599999999999966,59840.0,0.03232916972814107
3808,M18667,M,302.3,311.0,1546.0,35.5,70.0,0,0,8.699999999999989,54883.0,0.022947640594699416
3809,M18668,M,302.3,310.9,1762.0,24.5,73.0,0,0,8.599999999999966,43169.0,0.013896766874645491
3810,L50989,L,302.2,310.8,1350.0,56.6,76.0,0,0,8.600000000000023,76410.0,0.041894892672094744
3811,M18670,M,302.2,310.8,1562.0,38.1,78.0,0,0,8.600000000000023,59512.200000000004,0.02437619961612284
3812,M18671,M,302.1,310.7,1608.0,30.3,81.0,0,0,8.599999999999966,48722.4,0.018831572405220636
3813,L50992,L,302.0,310.6,1392.0,50.0,84.0,0,0,8.600000000000023,69600.0,0.03589375448671931
3814,L50993,L,302.0,310.6,1467.0,44.9,86.0,0,0,8.600000000000023,65868.3,0.0305858310626703
3815,M18674,M,302.1,310.6,1326.0,59.1,88.0,1,0,8.5,78366.6,0.04453654860587792
3816,L50995,L,302.2,310.7,1769.0,24.9,91.0,0,0,8.5,44048.1,0.01406779661016949
3817,L50996,L,302.1,310.6,1459.0,47.6,93.0,0,0,8.5,69448.40000000001,0.0326027397260274
3818,M18677,M,302.1,310.6,1421.0,52.0,95.0,0,0,8.5,73892.0,0.03656821378340366
3819,L50998,L,302.1,310.7,1491.0,42.8,98.0,0,0,8.599999999999966,63814.799999999996,0.028686327077747986
3820,L50999,L,302.2,310.7,1567.0,36.4,100.0,0,0,8.5,57038.799999999996,0.023214285714285715
3821,L51000,L,302.3,310.8,1421.0,41.4,102.0,0,0,8.5,58829.4,0.02911392405063291
3822,L51001,L,302.3,310.9,1596.0,33.5,104.0,0,0,8.599999999999966,53466.0,0.020976831559173452
3823,M18682,M,302.4,311.0,1464.0,44.2,106.0,0,0,8.600000000000023,64708.8,0.030170648464163823
3824,M18683,M,302.3,310.9,1581.0,36.1,109.0,0,0,8.599999999999966,57074.100000000006,0.02281921618204804
3825,L51004,L,302.3,310.9,1620.0,30.3,112.0,0,0,8.599999999999966,49086.0,0.018692165330043184
3826,H33239,H,302.2,310.7,1413.0,48.9,114.0,0,0,8.5,69095.7,0.034582743988684585
3827,H33240,H,302.3,310.8,1438.0,43.8,119.0,0,0,8.5,62984.399999999994,0.030437804030576786
3828,M18687,M,302.4,310.9,1469.0,41.6,124.0,0,0,8.5,61110.4,0.028299319727891157
3829,M18688,M,302.3,310.8,1762.0,27.8,127.0,0,0,8.5,48983.6,0.015768576290414067
3830,H33243,H,302.3,310.9,1366.0,48.4,130.0,1,0,8.599999999999966,66114.4,0.03540599853694221
3831,L51010,L,302.3,310.9,1891.0,22.7,135.0,0,0,8.599999999999966,42925.7,0.011997885835095137
3832,M18691,M,302.3,310.9,1742.0,29.7,137.0,0,0,8.599999999999966,51737.4,0.017039586919104992
3833,M18692,M,302.2,310.9,1465.0,43.5,140.0,0,0,8.699999999999989,63727.5,0.029672578444747612
3834,M18693,M,302.3,311.0,1541.0,36.6,143.0,0,0,8.699999999999989,56400.600000000006,0.023735408560311286
3835,M18694,M,302.3,311.1,1295.0,57.1,146.0,0,0,8.800000000000011,73944.5,0.04405864197530864
3836,M18695,M,302.3,311.1,1435.0,43.1,149.0,0,0,8.800000000000011,61848.5,0.030013927576601672
3837,L51016,L,302.4,311.2,1466.0,43.9,152.0,0,0,8.800000000000011,64357.4,0.02992501704158146
3838,L51017,L,302.4,311.2,1450.0,47.9,154.0,0,0,8.800000000000011,69455.0,0.03301171605789111
3839,L51018,L,302.4,311.1,1880.0,24.5,156.0,0,0,8.700000000000045,46060.0,0.013024986709197236
3840,M18699,M,302.3,311.0,1578.0,33.5,158.0,0,0,8.699999999999989,52863.0,0.02121595946801773
3841,L51020,L,302.4,311.0,1610.0,33.1,161.0,0,0,8.600000000000023,53291.0,0.02054624456859094
3842,L51021,L,302.4,311.1,1565.0,42.8,163.0,0,0,8.700000000000045,66982.0,0.027330779054916984
3843,L51022,L,302.5,311.2,1545.0,40.1,165.0,0,0,8.699999999999989,61954.5,0.0259379042690815
3844,L51023,L,302.5,311.2,1227.0,60.1,167.0,0,0,8.699999999999989,73742.7,0.048941368078175895
3845,L51024,L,302.4,311.1,1484.0,45.9,169.0,0,0,8.700000000000045,68115.59999999999,0.030909090909090907
3846,L51025,L,302.3,311.0,1591.0,32.7,171.0,0,0,8.699999999999989,52025.700000000004,0.020540201005025127
3847,L51026,L,302.3,310.9,1403.0,47.2,173.0,0,0,8.599999999999966,66221.6,0.03361823361823362
3848,M18707,M,302.3,311.0,1450.0,45.7,175.0,0,0,8.699999999999989,66265.0,0.03149552033080634
3849,L51028,L,302.3,310.9,1720.0,28.1,178.0,0,0,8.599999999999966,48332.0,0.01632771644392795
3850,L51029,L,302.3,311.0,1561.0,37.2,180.0,0,0,8.699999999999989,58069.200000000004,0.023815620998719592
3851,M18710,M,302.3,311.0,1421.0,41.3,182.0,0,0,8.699999999999989,58687.299999999996,0.029043600562587903
3852,H33265,H,302.2,310.9,1415.0,48.4,185.0,0,0,8.699999999999989,68486.0,0.03418079096045198
3853,L51032,L,302.3,310.9,2034.0,19.7,190.0,0,0,8.599999999999966,40069.799999999996,0.00968058968058968
3854,L51033,L,302.4,311.0,1486.0,40.4,192.0,0,0,8.600000000000023,60034.4,0.027168796234028243
3855,L51034,L,302.4,311.0,1338.0,67.6,194.0,1,0,8.600000000000023,90448.79999999999,0.05048543689320388
3856,H33269,H,302.4,311.1,1578.0,32.3,196.0,0,0,8.700000000000045,50969.399999999994,0.020455984800506647
3857,M18716,M,302.4,311.2,1330.0,58.6,201.0,0,0,8.800000000000011,77938.0,0.044027047332832456
3858,H33271,H,302.4,311.2,1506.0,40.8,204.0,0,0,8.800000000000011,61444.799999999996,0.02707365627073656
3859,L51038,L,302.5,311.4,1559.0,37.6,209.0,0,0,8.899999999999977,58618.4,0.024102564102564103
3860,L51039,L,302.6,311.5,1599.0,37.0,211.0,0,0,8.899999999999977,59163.0,0.023125
3861,L51040,L,302.6,311.5,1427.0,38.9,213.0,0,0,8.899999999999977,55510.299999999996,0.027240896358543418
3862,M18721,M,302.5,311.5,1481.0,41.1,215.0,0,0,9.0,60869.1,0.027732793522267207
3863,H33276,H,302.5,311.5,1496.0,43.8,218.0,0,0,9.0,65524.799999999996,0.029258517034068135
3864,L51043,L,302.5,311.4,1674.0,27.0,223.0,0,0,8.899999999999977,45198.0,0.016119402985074627
3865,M18724,M,302.5,311.4,1629.0,31.7,225.0,0,0,8.899999999999977,51639.299999999996,0.019447852760736194
3866,H33279,H,302.6,311.5,1629.0,34.4,228.0,1,1,8.899999999999977,56037.6,0.021104294478527606
3867,L51046,L,302.6,311.6,1311.0,53.2,0.0,0,0,9.0,69745.2,0.04054878048780488
3868,M18727,M,302.7,311.6,2709.0,9.7,2.0,1,0,8.900000000000034,26277.3,0.0035793357933579335
3869,M18728,M,302.7,311.7,1759.0,29.9,5.0,0,0,9.0,52594.1,0.016988636363636362
3870,L51049,L,302.7,311.7,1480.0,45.2,8.0,0,0,9.0,66896.0,0.030519918973666443
3871,L51050,L,302.7,311.8,1461.0,46.1,10.0,0,0,9.100000000000023,67352.1,0.03153214774281806
3872,M18731,M,302.7,311.8,1728.0,30.0,12.0,0,0,9.100000000000023,51840.0,0.01735106998264893
3873,L51052,L,302.7,311.9,1389.0,46.5,15.0,0,0,9.199999999999989,64588.5,0.033453237410071945
3874,L51053,L,302.6,311.8,1638.0,35.1,17.0,0,0,9.199999999999989,57493.8,0.02141549725442343
3875,L51054,L,302.6,311.7,1254.0,54.1,19.0,0,0,9.099999999999966,67841.40000000001,0.04310756972111554
3876,L51055,L,302.6,311.8,1427.0,50.1,21.0,0,0,9.199999999999989,71492.7,0.03508403361344538
3877,L51056,L,302.6,311.8,1627.0,31.8,23.0,0,0,9.199999999999989,51738.6,0.019533169533169532
3878,H33291,H,302.6,311.7,1471.0,48.3,25.0,0,0,9.099999999999966,71049.3,0.0328125
3879,L51058,L,302.6,311.7,1773.0,27.1,30.0,0,0,9.099999999999966,48048.3,0.015276211950394589
3880,M18739,M,302.6,311.7,1430.0,51.7,32.0,0,0,9.099999999999966,73931.0,0.03612858141160028
3881,L51060,L,302.5,311.6,1595.0,29.5,35.0,0,0,9.100000000000023,47052.5,0.018483709273182956
3882,L51061,L,302.5,311.5,1521.0,44.1,37.0,0,0,9.0,67076.1,0.028975032851511172
3883,L51062,L,302.5,311.6,1419.0,43.7,39.0,0,0,9.100000000000023,62010.3,0.030774647887323946
3884,M18743,M,302.4,311.4,1534.0,40.1,41.0,0,0,9.0,61513.4,0.026123778501628666
3885,H33298,H,302.5,311.5,1626.0,36.0,44.0,0,0,9.0,58536.0,0.022126613398893668
3886,L51065,L,302.5,311.5,1677.0,29.2,49.0,0,0,9.0,48968.4,0.017401668653158522
3887,L51066,L,302.4,311.3,1392.0,50.5,51.0,0,0,8.900000000000034,70296.0,0.03625269203158651
3888,L51067,L,302.4,311.2,1448.0,50.5,53.0,0,0,8.800000000000011,73124.0,0.034851621808143544
3889,L51068,L,302.3,311.2,1903.0,22.9,55.0,0,0,8.899999999999977,43578.7,0.012027310924369747
3890,L51069,L,302.4,311.2,1404.0,52.0,57.0,0,0,8.800000000000011,73008.0,0.03701067615658363
3891,L51070,L,302.3,311.2,1386.0,53.5,59.0,0,0,8.899999999999977,74151.0,0.03857245854361932
3892,L51071,L,302.2,311.1,1418.0,47.0,61.0,0,0,8.900000000000034,66646.0,0.03312191684284708
3893,M18752,M,302.3,311.1,1338.0,53.3,63.0,0,0,8.800000000000011,71315.4,0.039805825242718446
3894,L51073,L,302.3,311.2,1549.0,40.6,66.0,0,0,8.899999999999977,62889.4,0.026193548387096775
3895,M18754,M,302.3,311.2,1432.0,42.7,68.0,0,0,8.899999999999977,61146.4,0.029797627355198884
3896,M18755,M,302.3,311.2,1546.0,40.0,71.0,0,0,8.899999999999977,61840.0,0.025856496444731737
3897,M18756,M,302.2,311.2,1627.0,33.2,74.0,0,0,9.0,54016.4,0.020393120393120395
3898,M18757,M,302.2,311.1,1640.0,32.8,77.0,0,0,8.900000000000034,53791.99999999999,0.019987812309567334
3899,M18758,M,302.1,311.1,1423.0,36.8,80.0,0,0,9.0,52366.399999999994,0.025842696629213482
3900,M18759,M,302.1,311.0,1711.0,28.7,83.0,0,0,8.899999999999977,49105.7,0.016764018691588785
3901,M18760,M,302.1,311.1,1450.0,51.6,86.0,0,0,9.0,74820.0,0.03556168159889731
3902,H33315,H,302.2,311.1,1553.0,34.1,89.0,0,0,8.900000000000034,52957.3,0.021943371943371943
3903,L51082,L,302.2,311.1,1630.0,34.6,94.0,0,0,8.900000000000034,56398.0,0.02121397915389332
3904,H33317,H,302.2,311.1,1476.0,39.6,96.0,0,0,8.900000000000034,58449.6,0.026811103588354774
3905,H33318,H,302.2,311.1,1426.0,50.6,101.0,0,0,8.900000000000034,72155.6,0.035459004905395934
3906,M18765,M,302.2,311.2,1561.0,34.9,106.0,0,0,9.0,54478.899999999994,0.02234314980793854
3907,L51086,L,302.3,311.2,1297.0,62.5,109.0,0,0,8.899999999999977,81062.5,0.04815100154083205
3908,M18767,M,302.3,311.2,1842.0,23.9,111.0,0,0,8.899999999999977,44023.799999999996,0.012967986977753662
3909,L51088,L,302.3,311.2,1633.0,36.4,114.0,0,0,8.899999999999977,59441.2,0.0222766217870257
3910,H33323,H,302.3,311.3,1744.0,30.3,116.0,0,0,9.0,52843.200000000004,0.017363896848137536
3911,L51090,L,302.4,311.4,1831.0,26.9,121.0,0,0,9.0,49253.899999999994,0.014683406113537117
3912,M18771,M,302.3,311.3,1339.0,50.8,123.0,0,0,9.0,68021.2,0.037910447761194024
3913,L51092,L,302.4,311.4,1475.0,40.4,126.0,0,0,9.0,59590.0,0.027371273712737128
3914,M18773,M,302.4,311.4,1675.0,29.6,128.0,0,0,9.0,49580.0,0.01766109785202864
3915,L51094,L,302.5,311.5,1493.0,35.1,131.0,0,0,9.0,52404.3,0.023493975903614458
3916,L51095,L,302.5,311.5,1700.0,29.5,133.0,0,0,9.0,50150.0,0.01734273956496179
3917,L51096,L,302.6,311.6,1453.0,37.0,135.0,0,0,9.0,53761.0,0.02544704264099037
3918,L51097,L,302.6,311.7,1542.0,34.1,137.0,0,0,9.099999999999966,52582.200000000004,0.022099805573558003
3919,M18778,M,302.5,311.5,1358.0,52.7,139.0,0,0,9.0,71566.6,0.0387785136129507
3920,H33333,H,302.5,311.5,1655.0,32.3,142.0,0,0,9.0,53456.49999999999,0.019504830917874395
3921,L51100,L,302.6,311.5,1885.0,27.5,147.0,0,0,8.899999999999977,51837.5,0.014581124072110286
3922,L51101,L,302.7,311.5,1494.0,41.4,149.0,0,0,8.800000000000011,61851.6,0.02769230769230769
3923,M18782,M,302.6,311.4,1757.0,29.5,151.0,0,0,8.799999999999955,51831.5,0.01678043230944255
3924,M18783,M,302.6,311.4,1718.0,31.2,154.0,0,0,8.799999999999955,53601.6,0.018150087260034902
3925,M18784,M,302.5,311.4,1636.0,35.0,157.0,0,0,8.899999999999977,57260.0,0.021380574221136223
3926,L51105,L,302.6,311.6,1638.0,29.6,160.0,0,0,9.0,48484.8,0.018059792556436853
3927,L51106,L,302.6,311.5,1609.0,36.0,162.0,0,0,8.899999999999977,57924.0,0.02236024844720497
3928,H33341,H,302.7,311.5,1556.0,35.0,164.0,0,0,8.800000000000011,54460.0,0.0224791265253693
3929,L51108,L,302.6,311.5,1442.0,59.8,169.0,1,0,8.899999999999977,86231.59999999999,0.04144144144144144
3930,M18789,M,302.7,311.6,1501.0,38.8,171.0,0,0,8.900000000000034,58238.799999999996,0.025832223701731022
3931,M18790,M,302.6,311.6,2041.0,19.2,174.0,0,0,9.0,39187.2,0.00940254652301665
3932,M18791,M,302.7,311.7,1784.0,25.1,177.0,0,0,9.0,44778.4,0.014061624649859945
3933,L51112,L,302.6,311.6,1953.0,22.4,180.0,0,0,9.0,43747.2,0.011463664278403275
3934,L51113,L,302.6,311.6,1576.0,34.7,182.0,0,0,9.0,54687.200000000004,0.02200380469245403
3935,M18794,M,302.6,311.6,1518.0,39.0,184.0,0,0,9.0,59202.0,0.025674786043449638
3936,M18795,M,302.6,311.6,1227.0,68.2,187.0,1,0,9.0,83681.40000000001,0.05553745928338762
3937,L51116,L,302.5,311.5,1985.0,18.8,190.0,0,0,9.0,37318.0,0.0094662638469285
3938,L51117,L,302.5,311.5,1802.0,26.4,192.0,0,0,9.0,47572.799999999996,0.014642262895174708
3939,L51118,L,302.5,311.5,1603.0,32.4,194.0,0,0,9.0,51937.2,0.020199501246882794
3940,L51119,L,302.5,311.6,1400.0,54.0,196.0,0,0,9.100000000000023,75600.0,0.03854389721627409
3941,L51120,L,302.3,311.5,1395.0,54.2,198.0,0,0,9.199999999999989,75609.0,0.03882521489971347
3942,L51121,L,302.2,311.4,1987.0,19.9,200.0,0,0,9.199999999999989,39541.299999999996,0.010010060362173038
3943,M18802,M,302.2,311.4,1398.0,47.2,202.0,0,0,9.199999999999989,65985.6,0.033738384560400285
3944,L51123,L,302.3,311.4,1333.0,66.7,205.0,1,0,9.099999999999966,88911.1,0.05
3945,L51124,L,302.2,311.2,1381.0,49.4,207.0,0,0,9.0,68221.4,0.035745296671490595
3946,L51125,L,302.2,311.3,1570.0,36.1,0.0,0,0,9.100000000000023,56677.0,0.022978994271164864
3947,M18806,M,302.2,311.3,1658.0,31.0,2.0,0,0,9.100000000000023,51398.0,0.018685955394816153
3948,H33361,H,302.2,311.3,1749.0,29.2,5.0,0,0,9.100000000000023,51070.799999999996,0.016685714285714286
3949,M18808,M,302.2,311.3,1510.0,37.1,10.0,0,0,9.100000000000023,56021.0,0.02455327597617472
3950,L51129,L,302.3,311.5,1384.0,50.8,13.0,0,0,9.199999999999989,70307.2,0.03667870036101083
3951,L51130,L,302.3,311.4,1570.0,37.2,15.0,0,0,9.099999999999966,58404.00000000001,0.023679185232336093
3952,M18811,M,302.3,311.4,1571.0,32.7,108.0,0,0,9.099999999999966,51371.700000000004,0.020801526717557254
3953,L51132,L,302.3,311.4,1476.0,37.3,20.0,0,0,9.099999999999966,55054.799999999996,0.025253893026404874
3954,M18813,M,302.3,311.4,1484.0,39.5,22.0,0,0,9.099999999999966,58618.0,0.0265993265993266
3955,M18814,M,302.3,311.4,1909.0,23.2,25.0,0,0,9.099999999999966,44288.799999999996,0.012146596858638743
3956,L51135,L,302.3,311.5,1448.0,49.6,28.0,0,0,9.199999999999989,71820.8,0.034230503795721186
3957,M18816,M,302.3,311.4,1500.0,40.2,30.0,0,0,9.099999999999966,60300.00000000001,0.026782145236508997
3958,L51137,L,302.2,311.4,1510.0,44.9,33.0,0,0,9.199999999999989,67799.0,0.02971542025148908
3959,L51138,L,302.2,311.3,1378.0,55.5,35.0,0,0,9.100000000000023,76479.0,0.04024655547498187
3960,M18819,M,302.2,311.4,1538.0,37.4,37.0,0,0,9.199999999999989,57521.2,0.024301494476933073
3961,L51140,L,302.2,311.4,1390.0,48.1,40.0,0,0,9.199999999999989,66859.0,0.03457943925233645
3962,M18821,M,302.2,311.4,1642.0,32.1,42.0,0,0,9.199999999999989,52708.200000000004,0.019537431527693244
3963,L51142,L,302.4,311.5,1785.0,24.8,45.0,0,0,9.100000000000023,44268.0,0.013885778275475925
3964,H33377,H,302.3,311.5,1526.0,38.2,47.0,0,0,9.199999999999989,58293.200000000004,0.025016371971185333
3965,M18824,M,302.3,311.6,1668.0,33.2,52.0,0,0,9.300000000000011,55377.600000000006,0.01989215098861594
3966,L51145,L,302.3,311.5,1507.0,37.5,55.0,0,0,9.199999999999989,56512.5,0.02486737400530504
3967,L51146,L,302.3,311.5,1530.0,37.8,57.0,0,0,9.199999999999989,57833.99999999999,0.024689745264532985
3968,M18827,M,302.3,311.4,1479.0,45.6,59.0,0,0,9.099999999999966,67442.40000000001,0.030810810810810812
3969,M18828,M,302.3,311.4,1418.0,41.3,62.0,0,0,9.099999999999966,58563.399999999994,0.02910500352360817
3970,L51149,L,302.3,311.4,1504.0,38.7,65.0,0,0,9.099999999999966,58204.8,0.025714285714285717
3971,M18830,M,302.3,311.4,1345.0,47.6,67.0,0,0,9.099999999999966,64022.0,0.03536404160475483
3972,H33385,H,302.2,311.4,1625.0,35.4,70.0,0,0,9.199999999999989,57525.0,0.021771217712177122
3973,L51152,L,302.3,311.4,1511.0,34.7,75.0,0,0,9.099999999999966,52431.700000000004,0.022949735449735453
3974,L51153,L,302.3,311.4,1535.0,41.8,77.0,0,0,9.099999999999966,64162.99999999999,0.027213541666666664
3975,L51154,L,302.4,311.5,1505.0,37.9,79.0,0,0,9.100000000000023,57039.5,0.025166002656042494
3976,H33389,H,302.4,311.5,1540.0,43.7,81.0,0,0,9.100000000000023,67298.0,0.028358208955223882
3977,H33390,H,302.3,311.4,1372.0,46.0,86.0,0,0,9.099999999999966,63112.0,0.033503277494537506
3978,M18837,M,302.2,311.3,1510.0,36.6,91.0,0,0,9.100000000000023,55266.0,0.024222369291859697
3979,L51158,L,302.2,311.3,1382.0,46.4,94.0,0,0,9.100000000000023,64124.799999999996,0.03355025307302965
3980,L51159,L,302.3,311.3,1439.0,41.8,96.0,0,0,9.0,60150.2,0.029027777777777777
3981,M18840,M,302.2,311.3,1375.0,47.0,98.0,0,0,9.100000000000023,64625.0,0.034156976744186045
3982,M18841,M,302.2,311.3,1931.0,21.9,101.0,0,0,9.100000000000023,42288.899999999994,0.011335403726708073
3983,L51162,L,302.2,311.3,1475.0,48.6,104.0,0,0,9.100000000000023,71685.0,0.032926829268292684
3984,L51163,L,302.2,311.3,1389.0,46.9,106.0,0,0,9.100000000000023,65144.1,0.0337410071942446
3985,L51164,L,302.3,311.3,1652.0,32.8,108.0,0,0,9.0,54185.6,0.01984271022383545
3986,L51165,L,302.3,311.2,1386.0,50.3,110.0,0,0,8.899999999999977,69715.8,0.03626532083633742
3987,M18846,M,302.2,311.3,1577.0,29.8,112.0,0,0,9.100000000000023,46994.6,0.01888466413181242
3988,M18847,M,302.3,311.3,1444.0,43.1,115.0,0,0,9.0,62236.4,0.029826989619377162
3989,L51168,L,302.2,311.3,1554.0,40.2,118.0,0,0,9.100000000000023,62470.8,0.025852090032154343
3990,L51169,L,302.2,311.3,1602.0,32.8,120.0,0,0,9.100000000000023,52545.6,0.02046163443543356
3991,H33404,H,302.2,311.2,1692.0,28.2,122.0,0,0,9.0,47714.4,0.016656822209096277
3992,L51171,L,302.3,311.3,1682.0,34.4,127.0,0,0,9.0,57860.799999999996,0.02043969102792632
3993,L51172,L,302.3,311.3,1614.0,34.1,129.0,0,0,9.0,55037.4,0.02111455108359133
3994,L51173,L,302.3,311.3,1324.0,47.8,131.0,0,0,9.0,63287.2,0.036075471698113204
3995,L51174,L,302.3,311.4,1434.0,40.3,133.0,0,0,9.099999999999966,57790.2,0.02808362369337979
3996,L51175,L,302.3,311.3,1621.0,31.6,135.0,0,0,9.0,51223.600000000006,0.019482120838471024
3997,M18856,M,302.3,311.3,1625.0,33.1,137.0,0,0,9.0,53787.5,0.020356703567035672
3998,L51177,L,302.2,311.1,1394.0,53.7,140.0,0,0,8.900000000000034,74857.8,0.03849462365591398
3999,L51178,L,302.1,311.0,1586.0,35.1,142.0,0,0,8.899999999999977,55668.600000000006,0.022117202268431002
4000,L51179,L,302.0,311.0,1420.0,45.9,144.0,0,0,9.0,65178.0,0.03230119634060521
4001,L51180,L,302.1,311.2,1422.0,50.3,146.0,0,0,9.099999999999966,71526.59999999999,0.035347856640899504
4002,H33415,H,302.1,311.2,1598.0,37.9,148.0,0,0,9.099999999999966,60564.2,0.023702313946216386
4003,L51182,L,302.1,311.2,1454.0,59.2,153.0,1,0,9.099999999999966,86076.8,0.0406872852233677
4004,L51183,L,302.1,311.2,1519.0,39.3,155.0,0,0,9.099999999999966,59696.7,0.025855263157894735
4005,L51184,L,302.0,311.1,1373.0,55.7,157.0,0,0,9.100000000000023,76476.1,0.040538573508005826
4006,M18865,M,302.0,311.1,1406.0,48.8,159.0,0,0,9.100000000000023,68612.8,0.03468372423596304
4007,L51186,L,302.1,311.2,1492.0,45.0,162.0,0,0,9.099999999999966,67140.0,0.03014065639651708
4008,L51187,L,302.1,311.2,1369.0,50.8,164.0,0,0,9.099999999999966,69545.2,0.03708029197080292
4009,M18868,M,302.2,311.2,1471.0,41.9,166.0,0,0,9.0,61634.9,0.028464673913043477
4010,L51189,L,302.2,311.2,1630.0,36.0,169.0,0,0,9.0,58680.0,0.022072348252605765
4011,M18870,M,302.1,311.1,1605.0,37.6,171.0,0,0,9.0,60348.0,0.023412204234122044
4012,L51191,L,302.2,311.1,1447.0,52.1,174.0,0,0,8.900000000000034,75388.7,0.035980662983425414
4013,M18872,M,302.2,311.2,1360.0,52.8,176.0,0,0,9.0,71808.0,0.038795003673769285
4014,M18873,M,302.2,311.1,1728.0,34.0,179.0,0,0,8.900000000000034,58752.0,0.019664545980335454
4015,L51194,L,302.1,311.0,1740.0,30.8,182.0,0,0,8.899999999999977,53592.0,0.017690982194141298
4016,L51195,L,302.1,310.9,1477.0,41.4,184.0,0,0,8.799999999999955,61147.799999999996,0.02801082543978349
4017,L51196,L,302.1,310.9,1658.0,30.3,186.0,0,0,8.799999999999955,50237.4,0.018264014466546113
4018,L51197,L,302.0,310.8,1902.0,23.4,188.0,0,0,8.800000000000011,44506.799999999996,0.012296374146085127
4019,M18878,M,302.0,310.8,1783.0,23.1,190.0,0,0,8.800000000000011,41187.3,0.012948430493273544
4020,M18879,M,302.0,310.9,1558.0,45.3,193.0,0,0,8.899999999999977,70577.4,0.029057087876844127
4021,L51200,L,302.1,311.0,1351.0,49.5,196.0,0,0,8.899999999999977,66874.5,0.03661242603550296
4022,H33435,H,302.1,310.9,1452.0,42.5,198.0,0,0,8.799999999999955,61710.0,0.029249827942188576
4023,L51202,L,302.1,310.9,1666.0,30.7,203.0,0,0,8.799999999999955,51146.2,0.018416316736652668
4024,L51203,L,302.1,311.0,1364.0,50.0,205.0,0,0,8.899999999999977,68200.0,0.03663003663003663
4025,M18884,M,302.1,311.0,1351.0,60.3,207.0,1,0,8.899999999999977,81465.3,0.04460059171597633
